basis,pearson_corr_with_exact_minus_ann,sign_agreement,best_alpha_mse,correction_mean,correction_std,target_mean,target_std
pca_current,0.49259310747350626,0.6908950617283951,0.8738437294960022,-0.015900515019893646,0.02436079829931259,-0.00963869784027338,0.04885448142886162
score_error_weighted,0.5342208284578367,0.7054012345679013,0.8396000266075134,-0.017760712653398514,0.02694534696638584,-0.00963869784027338,0.04885448142886162
top10_boundary_weighted,0.521995975416994,0.7044753086419753,0.8960732221603394,-0.015439688228070736,0.02563946507871151,-0.00963869784027338,0.04885448142886162
