basis,pearson_corr_with_exact_minus_ann,sign_agreement,best_alpha_mse,correction_mean,correction_std,target_mean,target_std
pca_existing,0.4795839951825184,0.65945,1.6575549840927124,0.0009690099977888167,0.012775001116096973,0.022566312924027443,0.04083830118179321
score_error_weighted,0.5299712316645394,0.67255,1.5610969066619873,0.001076925778761506,0.014835226349532604,0.022566312924027443,0.04083830118179321
top10_boundary_weighted,0.5231804044731121,0.687925,1.9333029985427856,0.0026028647553175688,0.012883744202554226,0.022566312924027443,0.04083830118179321
