basis,alpha_best_overlap,base_mse_best_overlap,corrected_mse_best_overlap,mse_reduction_pct_best_overlap,base_top10_overlap_best_overlap,corrected_top10_overlap_best_overlap,overlap_gain_best_overlap,alpha_best_mse,base_mse_best_mse,corrected_mse_best_mse,mse_reduction_pct_best_mse,base_top10_overlap_best_mse,corrected_top10_overlap_best_mse,overlap_gain_best_mse
pca_existing,0.75,0.0015699975192546844,0.0014436866622418165,8.045289993286133,0.5388,0.5737000000000001,0.03490000000000015,1.5,0.0015699975192546844,0.001391238416545093,11.385948181152344,0.5388,0.5552,0.01640000000000008
score_error_weighted,0.75,0.0015699975192546844,0.0014125474262982607,10.028684616088867,0.5388,0.5784000000000001,0.03960000000000019,1.5,0.0015699975192546844,0.0013546572299674153,13.715963363647461,0.5388,0.5566,0.017800000000000038
top10_boundary_weighted,0.75,0.0015699975192546844,0.0014084643917158246,10.288750648498535,0.5388,0.5796,0.04080000000000006,2.0,0.0015699975192546844,0.001312008942477405,16.432418823242188,0.5388,0.5497000000000001,0.010900000000000132
