oracle_metric,folds,recall_at_10_mean,recall_at_10_std,success_at_10_mean,success_at_10_std,mrr_at_10_mean,mrr_at_10_std,ndcg_at_10_mean,ndcg_at_10_std,top0_rate_mean,top0_rate_std,top20_rate_mean,top20_rate_std,top40_rate_mean,top40_rate_std,avg_corrected_candidates_mean,avg_corrected_candidates_std
ndcg_at_10,5,0.7097499999999999,0.0186980762528009,0.72,0.015411035007422455,0.5117924603174604,0.00667315364311325,0.5550953900628322,0.006451601865207087,0.821,0.028809720581775833,0.17400000000000002,0.026076809620810593,0.005,0.005,3.6800000000000006,0.6418722614352486
recall_at_10,5,0.7102499999999999,0.018417420799039436,0.72,0.015411035007422455,0.5112924603174605,0.006488751514063573,0.5550536713740808,0.0064546840433284776,0.82,0.027838821814150073,0.17500000000000002,0.025248762345905194,0.005,0.005,3.7,0.6204836822995428
