basis,alpha,base_mse,corrected_mse,mse_reduction_pct,base_top10_overlap,corrected_top10_overlap,overlap_gain,actual_top_b
top10_boundary_weighted_top0,0.0,0.0015699975192546844,0.0015699975192546844,0.0,0.5388,0.5388,0.0,0
top10_boundary_weighted_top10,0.75,0.0015699975192546844,0.0015016639372333884,4.352464199066162,0.5388,0.5445,0.005700000000000038,10
top10_boundary_weighted_top20,0.75,0.0015699975192546844,0.0014656089479103684,6.6489644050598145,0.5388,0.5735,0.034700000000000064,20
top10_boundary_weighted_top40,0.75,0.0015699975192546844,0.0014084643917158246,10.288750648498535,0.5388,0.5796,0.04080000000000006,40
top10_boundary_weighted_top100,0.75,0.0015699975192546844,0.001273860689252615,18.86224937438965,0.5388,0.5805999999999999,0.04179999999999995,100
