Threads,Method,Recall@10,MRR@10,Search us/query,Correction us/query,Estimated combined us/query,Correction/Faiss %,Paired E2E overhead %
1,ivfpq_m32_base,0.66275,0.4658797619047619,270.4453938,0.0,270.45179385,0.0,
1,rars_top20,0.6989166666666667,0.4845460317460318,270.4453938,0.6132355500000001,271.05862935000005,0.2267502290882056,0.4879516708765691
1,rars_top40,0.6999166666666667,0.4844964285714285,270.4453938,1.05785205,271.50324585000004,0.391151808923876,0.6038111588118543
14,ivfpq_m32_base,0.66275,0.4658797619047619,30.0152,0.0,30.021200099999998,0.0,
14,rars_top20,0.6989166666666667,0.4845460317460318,30.0152,0.8160938,30.8312938,2.7189350728963997,5.4076401633028155
14,rars_top40,0.6999166666666667,0.4844964285714285,30.0152,1.32493125,31.34013125,4.4142009715077695,5.506867587413498
