basis,alpha,base_mse,corrected_mse,mse_reduction_pct,base_top10_overlap,corrected_top10_overlap,overlap_gain,actual_top_b
score_error_weighted_top0,0.0,0.0004627963644452393,0.0004627963644452393,0.0,0.4675925925925926,0.4675925925925926,0.0,0
score_error_weighted_top10,1.0,0.0004627963644452393,0.0004420400073286146,4.484986782073975,0.4675925925925926,0.4853395061728395,0.01774691358024688,10
score_error_weighted_top20,1.0,0.0004627963644452393,0.0004287566989660263,7.355214595794678,0.4675925925925926,0.5205246913580246,0.05293209876543198,20
score_error_weighted_top40,1.0,0.0004627963644452393,0.00040346378227695823,12.820450782775879,0.4675925925925926,0.5290123456790122,0.061419753086419615,40
score_error_weighted_top100,1.0,0.0004627963644452393,0.0003332720079924911,27.98733139038086,0.4675925925925926,0.5342592592592591,0.06666666666666649,100
