basis,alpha_best_overlap,mse_reduction_pct_best_overlap,base_top10_overlap_best_overlap,corrected_top10_overlap_best_overlap,overlap_gain_best_overlap,alpha_best_mse,mse_reduction_pct_best_mse,corrected_top10_overlap_best_mse,overlap_gain_best_mse
pca_current,0.75,9.67501163482666,0.4675925925925926,0.5209876543209877,0.05339506172839509,1.0,10.881056785583496,0.5206790123456789,0.05308641975308631
score_error_weighted,1.0,12.820450782775879,0.4675925925925926,0.5290123456790122,0.061419753086419615,1.0,12.820450782775879,0.5290123456790122,0.061419753086419615
top10_boundary_weighted,1.0,12.109414100646973,0.4675925925925926,0.528395061728395,0.060802469135802395,1.0,12.109414100646973,0.528395061728395,0.060802469135802395
