basis,pearson_corr_with_exact_minus_ann,sign_agreement,best_alpha_mse,correction_mean,correction_std,target_mean,target_std
pca_current,0.4801824449806385,0.6663194444444445,1.1736876964569092,0.0011566739995032549,0.009596752934157848,0.004678311292082071,0.02262338064610958
score_error_weighted,0.5209159642934573,0.680324074074074,1.136471152305603,0.001317995716817677,0.010713978670537472,0.004678311292082071,0.02262338064610958
top10_boundary_weighted,0.4947144100896674,0.672608024691358,1.2177640199661255,0.002610446186736226,0.00952804647386074,0.004678311292082071,0.02262338064610958
