name,queries,recall@10,success@10,mrr@10,ndcg@10
ivfpq_m32_base_top100_candidates,648,0.29350949975949975,0.4783950617283951,0.29635631001371743,0.2373098077270361
score_error_weighted_alpha1_top10,648,0.29672371952464544,0.48919753086419754,0.31012210954340586,0.2434571001583843
score_error_weighted_alpha1_top20,648,0.3184346560503968,0.5061728395061729,0.31803473446991964,0.2559419767346976
score_error_weighted_alpha1_top40,648,0.3234514071319627,0.5200617283950617,0.32201707329022144,0.25872502662672625
score_error_weighted_alpha1_top100,648,0.32324564581509024,0.5185185185185185,0.32134773662551436,0.2583237043520227
pca_current_alpha1_top20,648,0.32028354019094757,0.5123456790123457,0.3136868018812463,0.2556802398042044
pca_current_alpha1_top40,648,0.32816248394952097,0.5231481481481481,0.3180776014109347,0.260042900551136
