method,policy,candidate_depth,selected_document_count,total_bytes_per_vector,refinement_latency_ms_per_query,refined_candidate_occurrences,mean_top10_overlap_with_exact,recall_at_10,mrr_at_10,ndcg_at_10,heldout_relevant_drop_events,heldout_recovered_drop_events,heldout_relevant_drop_recovery_rate
oracle_exact_candidate_rescore,all_candidates_exact_fp32,20,57638,,0.06106200925931958,12960,0.5825757575757576,0.34237047148978966,0.3927376443001443,0.31315227681207025,206,64,0.3106796116504854
oracle_exact_candidate_rescore,all_candidates_exact_fp32,50,57638,,0.050266518519773526,32400,0.7632575757575758,0.38100690345008525,0.4155460858585858,0.3386093529070284,206,130,0.6310679611650486
oracle_exact_candidate_rescore,all_candidates_exact_fp32,100,57638,,0.1030503873464652,64800,0.8649621212121213,0.39643806845511387,0.4197969276094276,0.34650796170869347,206,156,0.7572815533980582
